keys,es
"The cup run is alive. [b]%s[/b] saw off %s %d-%d in the %s, and the draw for the %s suddenly matters a great deal in this corner of the league.","La aventura copera sigue viva. [b]%s[/b] despachó a %s por %d-%d en %s, y el sorteo de %s de repente importa mucho en este rincón de la liga."
"[b]%d wins in a row.[/b] Streaks like this are not luck — they are structure, squad depth and a dugout that trusts itself. %s made it %d straight by beating %s %d-%d, and the chasing pack has noticed.","[b]%d victorias seguidas.[/b] Estas rachas no son suerte: son estructura, fondo de plantilla y un banquillo que confía en sí mismo. %s llegó a %d seguidas al vencer a %s por %d-%d, y el pelotón perseguidor ha tomado nota."
"There is no dressing this up. [b]%s[/b] (reputation %d/20) were beaten %d-%d by %s (%d/20) — a side they were built, budgeted and expected to beat. Questions travel fast in this league, and today they are all pointed at %s's office.","No hay forma de maquillarlo. [b]%s[/b] (reputación %d/20) cayó %d-%d ante %s (%d/20), un rival al que estaba construido, presupuestado y obligado a ganar. Las preguntas viajan rápido en esta liga y hoy apuntan todas al despacho de %s."
"Boss — a quiet word before this becomes a loud one. [b]%s[/b] (%s, Lv %d) has featured in [b]%d of our %d[/b] matches this season. The mood around the training pens is turning: less appetite in drills, snapping at the younger battlers. In my experience this only goes one way if it's left alone.","Jefe: una palabra en voz baja antes de que esto suba de tono. [b]%s[/b] (%s, Nv %d) ha participado en [b]%d de nuestros %d[/b] partidos esta temporada. El ambiente en los corrales de entrenamiento está cambiando: menos apetito en los ejercicios, malas contestaciones a los jóvenes. Por experiencia, esto solo va en una dirección si se deja estar."
"Boss — thought you'd want this one in writing. [b]%s[/b] (%s, Lv %d) has been outstanding. Across the last [b]%d[/b] matches: [b]%d KOs[/b] and an average match rating of [b]%.2f[/b]. Technique, timing, temperament — everything we drill is showing up on matchday.","Jefe: pensé que querrías esto por escrito. [b]%s[/b] (%s, Nv %d) está siendo sobresaliente. En los últimos [b]%d[/b] partidos: [b]%d KOs[/b] y una nota media de [b]%.2f[/b]. Técnica, tiempos, temperamento: todo lo que entrenamos aparece el día de partido."
%s was simply a level above everything else on the circuit this month.,%s estuvo sencillamente un nivel por encima de todo lo demás del circuito este mes.
Steady,Estable
Warm-up,Calentamiento
"
Reacting badly: overworked at %d%% strain — morale dropping, injury risk up.","
Lo está acusando: sobrecargado con un %d%% de desgaste — la moral cae y el riesgo de lesión sube."
%s · %s growth · %s,%s · crecimiento %s · %s
Unhappy: fresh (%d%% strain) rapid developer held on %s — wants to train more; growth is being wasted.,"Descontento: está fresco (%d%% de desgaste) y en pleno desarrollo, pero se le retiene con carga %s — quiere entrenar más; se desperdicia crecimiento."
PROJECTED DEVELOPMENT · NEXT 7 DAYS (FIXTURES + %s LOAD),DESARROLLO PROYECTADO · PRÓXIMOS 7 DÍAS (PARTIDOS + CARGA %s)
Replaces:,Sustituye a:
Defending,Defensa
Youth,Cantera
Disband,Disolver
veteran (%s) — stagnating; give it purpose as a mentor (Mentoring tab),veterano (%s) — estancado; dale un propósito como mentor (pestaña Mentoría)
%s is not a veteran yet — only Pokémon whose own growth has flattened can mentor,%s aún no es un veterano — solo pueden ser mentores los Pokémon cuyo crecimiento se ha aplanado
%s is past rapid development — mentoring only accelerates young Pokémon,%s ya pasó el desarrollo rápido — la mentoría solo acelera a Pokémon jóvenes
%s is not a veteran yet,%s aún no es un veterano
%s is already in a mentor group,%s ya está en un grupo de mentoría
%s has outgrown mentoring,%s ya no necesita la mentoría
%s is no longer in rapid development and gains nothing more from shadowing %s. The mentor group has been adjusted.,%s ya no está en desarrollo rápido y no gana nada más siguiendo a %s. El grupo de mentoría se ha ajustado.
%s picked up a training knock,%s se resintió entrenando
%s was pushed too hard in %s training and picked up a knock. Condition dropped to %d%%. The physio recommends lowering training intensity or scheduling recovery sessions.,A %s se le exigió demasiado en el entrenamiento de %s y se resintió. Su estado ha caído al %d%%. El fisio recomienda bajar la intensidad o programar sesiones de recuperación.
Equip %s,Equipar %s
Use %s,Usar %s
Pick a Pokémon below to apply the %s — stones evolve certain species instantly (never used in battle).,Elige abajo un Pokémon al que aplicar la %s — las piedras evolucionan ciertas especies al instante (nunca se usan en combate).
The %s has no effect on %s.,La %s no tiene efecto en %s.
No %s in the storeroom — buy one first.,No hay %s en el almacén — compra una primero.
%s is holding %s.,%s lleva %s.
"%s
Coach's read: %s.","%s
Lectura del entrenador: %s."
resolved %s,resuelta el %s
Best move now,Mejor movimiento ahora
Learnset ceiling,Techo de su repertorio
Season %s,Temporada %s
Knockouts,KOs
Use %s (%d in stock),Usar %s (%d en stock)
%s: none in stock,%s: sin existencias
READY TO EVOLVE INTO %s — AWAITING YOUR APPROVAL,LISTO PARA EVOLUCIONAR A %s — A LA ESPERA DE TU VISTO BUENO
Stone,Piedra
Learned %s,Aprendió %s
Removed from the transfer list.,Retirado de la lista de transferibles.
"%s (%s, held)
%s
Equip or swap items from the Items screen.","%s (%s, equipado)
%s
Equipa o intercambia objetos desde la pantalla de Objetos."
Battle-real %s: %d — the number the match engine fights with.,%s real de combate: %d — el número con el que pelea el motor de partido.
"
Includes the %s nature's %s10%% %s.","
Incluye el efecto de la naturaleza %s: %s10%% de %s."
boost,mejora
drop,penalización
Save file from an earlier era,Una partida guardada de otra época
Unknown item.,Objeto desconocido.
"Not enough transfer budget — %s %d needed, %s %d released by the board.",Presupuesto de fichajes insuficiente — se necesitan %s %d y la directiva ha liberado %s %d.
Not enough of that item in the storeroom.,No hay suficientes unidades de ese objeto en el almacén.
That Pokémon is not in your squad.,Ese Pokémon no está en tu plantilla.
Only held-class items can be equipped.,Solo se pueden equipar objetos de clase equipable.
None in the storeroom — buy one first.,No queda ninguno en el almacén — compra uno primero.
Already holding that item.,Ya lleva ese objeto.
It isn't holding anything.,No lleva nada.
There is no offer on the table.,No hay ninguna oferta sobre la mesa.
That club has not made an offer.,Ese club no ha hecho ninguna oferta.
wrong stat balance (%s),equilibrio de estadísticas incorrecto (%s)
%s has evolved into %s!,¡%s ha evolucionado a %s!
"The whole squad gathered to watch. %s is transformed — new presence, new power, and a fresh set of techniques it can now be drilled in. Morale is up.","Toda la plantilla se reunió para verlo. %s se ha transformado: nueva presencia, nuevo poder y un repertorio fresco de técnicas que ahora puede entrenar. La moral ha subido."
It has hit a major development milestone (%d development points).,Ha alcanzado un hito importante de desarrollo (%d puntos de desarrollo).
no longer available,ya no disponible
%s: the top four of each league are in,%s: los cuatro primeros de cada liga están dentro
"back with results, or listen to offers.","recuperarlo con resultados, o escucha ofertas."
%s Champions,Campeones: %s
CONTRACT TERMINATED.,CONTRATO RESCINDIDO.
Sacked: %s dismiss you as manager,Despedido: el %s te destituye como entrenador
staff updates,novedades del cuerpo técnico
transfer market,mercado de traspasos
club news,noticias del club
"Season %d is in the books. Your secretary has archived the routine correspondence — %d message%s marked read%s so the inbox opens clean for the new campaign:

%s","La temporada %d queda para los libros. Tu secretaría ha archivado la correspondencia rutinaria — %d mensaje%s marcados como leídos%s para que la bandeja arranque limpia la nueva campaña:

%s"
 (%d old read items filed away), (%d mensajes antiguos ya leídos archivados)
- nothing needed filing,- no hizo falta archivar nada
"

Season %d in one line: finished %d%s in the %s (%d pts), %s in the %s; %s were crowned %s.","

La temporada %d en una línea: acabaste %d%s en la %s (%d pts), %s en la %s; %s se coronó como %s."
"

Anything urgent or awaiting a decision was left untouched at the top of your inbox.","

Todo lo urgente o pendiente de decisión quedó intacto en lo alto de tu bandeja."
Season %d digest — your inbox has been tidied,Resumen de la temporada %d — tu bandeja ha sido ordenada
Club secretary,Secretaría del club
%s champions: %s (%d pts),Campeón de la %s: %s (%d pts)
End-of-Season Awards — Season %d,Premios de fin de temporada — Temporada %d
Season %d review: %s,Balance de la temporada %d: %s
Go to Academy,Ir a la Academia
Established Academy,Academia consolidada
Excellent Academy,Academia excelente
State-of-the-Art Academy,Academia puntera
%s  Lv%d  %d/%d HP%s%s,%s  Nv%d  %d/%d PS%s%s
Lv %d  %s,Nv %d  %s
"%s
%s · pw %s · acc %s · %d PP
%s","%s
%s · pot. %s · prec. %s · %d PP
%s"
"%s
%s · pw %s · acc %s · %d PP
pick a target","%s
%s · pot. %s · prec. %s · %d PP
elige un objetivo"
%s%-14s Lv%-3d %-16s cond %d%%  fit %d%%  mor %d%%  %s,%s%-14s Nv%-3d %-16s est. %d%%  forma %d%%  moral %d%%  %s
sandstorm,tormenta de arena
hail,granizo
The Pokémon,El Pokémon
Name:,Nombre:
Identity,Identidad
Condition & Mind,Estado y mentalidad
Contract & Value,Contrato y valor
"Matchday selection: starter slot + role, or bench order.","Convocatoria del partido: puesto titular y rol, u orden del banquillo."
Tactical role from the saved tactic.,Rol táctico del plan guardado.
"Availability doubts: fatigue, fitness, ailments, listing, unhappiness.","Dudas de disponibilidad: fatiga, forma, achaques, estar en venta, descontento."
Name (always shown — a view without names is useless).,Nombre (siempre visible: una vista sin nombres no sirve de nada).
"Species, useful when nicknames hide it.","Especie, útil cuando los motes la esconden."
Level.,Nivel.
Age in years and months.,Edad en años y meses.
Held item (equip from the Items screen).,Objeto equipado (se equipa desde la pantalla de Objetos).
"Battle ability — a passive power the engine applies (immunities, entry effects...).","Habilidad de combate: un poder pasivo que aplica el motor (inmunidades, efectos de entrada...)."
"Nature: +10% to one battle stat, −10% to another. Already applied to the attribute columns.",Naturaleza: +10% a una estadística de combate y −10% a otra. Ya aplicada a las columnas de atributos.
Current ability stars (coach judgement).,Estrellas de nivel actual (juicio del entrenador).
Potential star range with scouting confidence.,Horquilla de estrellas de potencial con la confianza del ojeo.
"Coach verdict: keep, develop, sell.","Veredicto del entrenador: mantener, desarrollar, vender."
Attribute points gained this season.,Puntos de atributo ganados esta temporada.
Effective HP.,PS efectivos.
Effective Attack.,Ataque efectivo.
Effective Defence.,Defensa efectiva.
Effective Sp. Attack.,At. Esp. efectivo.
Effective Sp. Defence.,Def. Esp. efectiva.
Effective Speed.,Velocidad efectiva.
Attribute total.,Total de atributos.
Battles fought this season.,Combates disputados esta temporada.
Battles on the winning side.,Combates en el bando ganador.
Knockouts scored.,KOs logrados.
Damage dealt this season.,Daño infligido esta temporada.
Damage taken this season.,Daño recibido esta temporada.
Times fainted.,Veces debilitado.
Average match rating.,Nota media por partido.
Match condition %.,% de estado para el partido.
Base fitness %.,% de forma física base.
Day-to-day mood (tooltip = the mood ledger).,Ánimo del día a día (la descripción emergente muestra el registro).
Structural happiness with explained factors.,Felicidad estructural con sus factores explicados.
Character archetype from the coach's read.,Arquetipo de carácter según la lectura del entrenador.
"Squad status tier (Star, Important, Prospect...).","Estatus en la plantilla (Estrella, Importante, Promesa...)."
Loudest active happiness concern.,La queja de felicidad más ruidosa ahora mismo.
Outstanding / kept / broken promise.,Promesa pendiente / cumplida / rota.
Weekly wage.,Salario semanal.
Share of the total wage bill.,Parte de la masa salarial total.
